date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:20	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:20	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.eot?	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:21	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff2	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff2	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:21	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.woff	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:21	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.ttf	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.ttf	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:22	14/14	---M--	404	error ('Not%20Found')	text/plain	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.svg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/fonts/glyphicons-halflings-regular.svg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:22	43921/43921	---MCZ	200	added ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:22	566606/566606	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/1.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/1.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/css/theme.css)
17:16:23	316634/316634	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_default.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_default.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:23	30583/30583	---MCZ	200	added ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_company.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_company.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
