date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:30:32	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2268cd98f7c9cbe4cdbc41bdfa71a06a0d%22	https://avancargo.com/static/favicon.ico?v=kP3rqLy304	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/favicon5cfb.ico	(from https://avancargo.com/)
10:30:34	123197/123197	---MCZ	200	added ('OK')	text/css	etag:W/%221e13d-576317716a0c0%22	https://cdn.materialdesignicons.com/2.8.94/css/materialdesignicons.min.css	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/cdn.materialdesignicons.com/2.8.94/css/materialdesignicons.min.css	(from https://avancargo.com/)
10:30:34	19777/19777	---MCZ	200	added ('OK')	text/css	etag:W/%225bdb21ee-4d41%22	https://cdnjs.cloudflare.com/ajax/libs/Swiper/4.4.2/css/swiper.min.css	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/cdnjs.cloudflare.com/ajax/libs/Swiper/4.4.2/css/swiper.min.css	(from https://avancargo.com/)
10:30:35	4216/4216	---M--	200	added ('OK')	image/png	etag:%22dab7ffe21a1c4fd5c56c43ba10ad5be5%22	https://avancargo.com/static/images/logo.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/logo.png	(from https://avancargo.com/)
10:30:35	22700/22700	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2019:32:27%20GMT	https://avancargo.com/dador-de-carga.html	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/dador-de-carga.html	(from https://avancargo.com/)
10:30:36	19295/19295	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2019:32:28%20GMT	https://avancargo.com/transportista.html	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/transportista.html	(from https://avancargo.com/)
10:30:36	111038/111038	---M--	200	added ('OK')	image/png	etag:%22fd884e5773ebd321cbd4364248a536a3%22	https://avancargo.com/static/images/solutions/shipper/publica.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/shipper/publica.png	(from https://avancargo.com/)
10:30:36	214028/214028	---M--	200	added ('OK')	image/png	etag:%2232ed75814a9c5bd5190fc21c1ea44ff3%22	https://avancargo.com/static/images/solutions/shipper/segui.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/shipper/segui.png	(from https://avancargo.com/)
10:30:36	133103/133103	---M--	200	added ('OK')	image/png	etag:%22bac8f760c2cc7684d8f19b09176ec9d5%22	https://avancargo.com/static/images/solutions/shipper/administra.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/shipper/administra.png	(from https://avancargo.com/)
10:30:37	80027/80027	---M--	200	added ('OK')	image/png	etag:%2297d433b6bd5ca3d4b422d43907d8238e%22	https://avancargo.com/static/images/solutions/shipper/consegui.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/shipper/consegui.png	(from https://avancargo.com/)
10:30:37	54412/54412	---M--	200	added ('OK')	image/png	etag:%22b06484cea76860cba19ea3d6ac8edadd%22	https://avancargo.com/static/images/solutions/driver/busca-cargas.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/driver/busca-cargas.png	(from https://avancargo.com/)
10:30:37	59262/59262	---M--	200	added ('OK')	image/png	etag:%22dfb8ac902193cca252648e071b74470e%22	https://avancargo.com/static/images/solutions/driver/oferta-cargas.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/driver/oferta-cargas.png	(from https://avancargo.com/)
10:30:37	47014/47014	---M--	200	added ('OK')	image/png	etag:%228ca3f6870ffe11467bf39015c97dee92%22	https://avancargo.com/static/images/solutions/driver/administra-negocio.png	D:/Templates%20Web/Plantilla%20Web%204%20-%20Delta%20Xpress%20(Contact)%202/avancargo.com/static/images/solutions/driver/administra-negocio.png	(from https://avancargo.com/)
